#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Dlst	Suclg1	10090.ENSMUSP00000060346	10090.ENSMUSP00000065113	0	0.329	0.720	0.062	0.808
Dlst	Ogdh	10090.ENSMUSP00000060346	10090.ENSMUSP00000091041	0	0.553	0.900	0.969	0.998
Idh3a	Ogdhl	10090.ENSMUSP00000127526	10090.ENSMUSP00000022480	0	0	0.540	0	0.540
Idh3a	Idh3b	10090.ENSMUSP00000127526	10090.ENSMUSP00000028892	0	0.561	0.900	0.847	0.992
Idh3a	Idh3g	10090.ENSMUSP00000127526	10090.ENSMUSP00000056502	0	0.524	0.900	0.912	0.995
Idh3a	Suclg1	10090.ENSMUSP00000127526	10090.ENSMUSP00000065113	0	0.277	0.720	0	0.788
Idh3a	Ogdh	10090.ENSMUSP00000127526	10090.ENSMUSP00000091041	0	0	0.720	0	0.720
Idh3a	Sucla2	10090.ENSMUSP00000127526	10090.ENSMUSP00000123765	0	0.411	0.540	0	0.717
Idh3a	Suclg2	10090.ENSMUSP00000127526	10090.ENSMUSP00000144827	0	0	0.720	0	0.720
Idh3b	Ogdhl	10090.ENSMUSP00000028892	10090.ENSMUSP00000022480	0	0	0.540	0	0.540
Idh3b	Sucla2	10090.ENSMUSP00000028892	10090.ENSMUSP00000123765	0	0	0.540	0	0.540
Idh3b	Suclg2	10090.ENSMUSP00000028892	10090.ENSMUSP00000144827	0	0	0.720	0	0.720
Idh3b	Suclg1	10090.ENSMUSP00000028892	10090.ENSMUSP00000065113	0	0	0.720	0	0.720
Idh3b	Ogdh	10090.ENSMUSP00000028892	10090.ENSMUSP00000091041	0	0	0.720	0	0.720
Idh3b	Idh3g	10090.ENSMUSP00000028892	10090.ENSMUSP00000056502	0	0.400	0.900	0.873	0.991
Idh3g	Ogdhl	10090.ENSMUSP00000056502	10090.ENSMUSP00000022480	0	0	0.540	0	0.540
Idh3g	Sucla2	10090.ENSMUSP00000056502	10090.ENSMUSP00000123765	0	0.242	0.540	0	0.636
Idh3g	Suclg2	10090.ENSMUSP00000056502	10090.ENSMUSP00000144827	0	0	0.720	0	0.720
Idh3g	Ogdh	10090.ENSMUSP00000056502	10090.ENSMUSP00000091041	0	0	0.720	0	0.720
Idh3g	Suclg1	10090.ENSMUSP00000056502	10090.ENSMUSP00000065113	0	0.242	0.720	0	0.778
Ogdh	Ogdhl	10090.ENSMUSP00000091041	10090.ENSMUSP00000022480	0	0.114	0.900	0.120	0.915
Ogdh	Suclg1	10090.ENSMUSP00000091041	10090.ENSMUSP00000065113	0	0.050	0.720	0.082	0.734
Ogdh	Sucla2	10090.ENSMUSP00000091041	10090.ENSMUSP00000123765	0	0.299	0.540	0	0.663
Ogdh	Suclg2	10090.ENSMUSP00000091041	10090.ENSMUSP00000144827	0	0	0.720	0	0.720
Ogdhl	Suclg1	10090.ENSMUSP00000022480	10090.ENSMUSP00000065113	0	0	0.540	0	0.540
Ogdhl	Sucla2	10090.ENSMUSP00000022480	10090.ENSMUSP00000123765	0	0	0.540	0	0.540
Ogdhl	Suclg2	10090.ENSMUSP00000022480	10090.ENSMUSP00000144827	0	0	0.540	0	0.540
Sucla2	Suclg1	10090.ENSMUSP00000123765	10090.ENSMUSP00000065113	0	0.689	0.900	0.835	0.994
Sucla2	Suclg2	10090.ENSMUSP00000123765	10090.ENSMUSP00000144827	0	0	0.900	0	0.900
Suclg1	Suclg2	10090.ENSMUSP00000065113	10090.ENSMUSP00000144827	0	0.650	0.900	0.836	0.993
