#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Lama2	Lama3	10090.ENSMUSP00000090304	10090.ENSMUSP00000089703	0	0	0.400	0.245	0.527
Lama2	Lamb3	10090.ENSMUSP00000090304	10090.ENSMUSP00000142053	0	0.122	0.400	0.221	0.554
Lama3	Lamb1	10090.ENSMUSP00000089703	10090.ENSMUSP00000002979	0	0.136	0.900	0.373	0.941
Lama3	Lama5	10090.ENSMUSP00000089703	10090.ENSMUSP00000015791	0	0	0.720	0.221	0.772
Lama3	Lamc1	10090.ENSMUSP00000089703	10090.ENSMUSP00000027752	0	0.248	0.800	0.119	0.855
Lama3	Lamc2	10090.ENSMUSP00000089703	10090.ENSMUSP00000027753	0	0.435	0.900	0.938	0.996
Lama3	Lamc3	10090.ENSMUSP00000089703	10090.ENSMUSP00000028187	0	0.206	0.400	0.378	0.678
Lama3	Lamb2	10090.ENSMUSP00000089703	10090.ENSMUSP00000069087	0	0.122	0.900	0.081	0.912
Lama3	Pmp22	10090.ENSMUSP00000089703	10090.ENSMUSP00000104342	0	0	0.900	0	0.900
Lama3	Lamb3	10090.ENSMUSP00000089703	10090.ENSMUSP00000142053	0	0.421	0.900	0.942	0.996
Lama5	Lamb1	10090.ENSMUSP00000015791	10090.ENSMUSP00000002979	0	0.678	0.800	0.545	0.968
Lama5	Lamc3	10090.ENSMUSP00000015791	10090.ENSMUSP00000028187	0	0.206	0.400	0.119	0.543
Lama5	Pmp22	10090.ENSMUSP00000015791	10090.ENSMUSP00000104342	0	0	0.720	0	0.720
Lama5	Lamb3	10090.ENSMUSP00000015791	10090.ENSMUSP00000142053	0	0.122	0.720	0.081	0.754
Lama5	Lamc2	10090.ENSMUSP00000015791	10090.ENSMUSP00000027753	0	0.206	0.800	0.119	0.847
Lama5	Lamb2	10090.ENSMUSP00000015791	10090.ENSMUSP00000069087	0	0.380	0.800	0.081	0.876
Lama5	Lamc1	10090.ENSMUSP00000015791	10090.ENSMUSP00000027752	0	0.687	0.800	0.501	0.966
Lamb1	Lamc3	10090.ENSMUSP00000002979	10090.ENSMUSP00000028187	0	0.204	0.800	0.145	0.851
Lamb1	Pmp22	10090.ENSMUSP00000002979	10090.ENSMUSP00000104342	0	0	0.900	0	0.900
Lamb1	Lamb2	10090.ENSMUSP00000002979	10090.ENSMUSP00000069087	0	0	0.900	0	0.900
Lamb1	Lamb3	10090.ENSMUSP00000002979	10090.ENSMUSP00000142053	0	0	0.900	0.128	0.909
Lamb1	Lamc2	10090.ENSMUSP00000002979	10090.ENSMUSP00000027753	0	0.204	0.900	0.145	0.925
Lamb1	Lamc1	10090.ENSMUSP00000002979	10090.ENSMUSP00000027752	0	0.769	0.800	0.939	0.996
Lamb2	Lamc1	10090.ENSMUSP00000069087	10090.ENSMUSP00000027752	0	0.204	0.800	0.145	0.851
Lamb2	Lamc2	10090.ENSMUSP00000069087	10090.ENSMUSP00000027753	0	0.204	0.900	0.145	0.925
Lamb2	Lamc3	10090.ENSMUSP00000069087	10090.ENSMUSP00000028187	0	0.204	0.800	0.145	0.851
Lamb2	Lamb3	10090.ENSMUSP00000069087	10090.ENSMUSP00000142053	0	0	0.900	0	0.900
Lamb2	Pmp22	10090.ENSMUSP00000069087	10090.ENSMUSP00000104342	0	0	0.900	0	0.900
Lamb3	Lamc1	10090.ENSMUSP00000142053	10090.ENSMUSP00000027752	0	0.204	0.720	0.145	0.792
Lamb3	Lamc2	10090.ENSMUSP00000142053	10090.ENSMUSP00000027753	0	0.545	0.900	0.968	0.998
Lamb3	Lamc3	10090.ENSMUSP00000142053	10090.ENSMUSP00000028187	0	0.204	0.400	0.145	0.555
Lamb3	Pmp22	10090.ENSMUSP00000142053	10090.ENSMUSP00000104342	0	0	0.900	0	0.900
Lamc1	Lamc3	10090.ENSMUSP00000027752	10090.ENSMUSP00000028187	0	0	0.400	0	0.400
Lamc1	Pmp22	10090.ENSMUSP00000027752	10090.ENSMUSP00000104342	0	0	0.720	0	0.720
Lamc1	Lamc2	10090.ENSMUSP00000027752	10090.ENSMUSP00000027753	0	0	0.720	0	0.720
Lamc2	Lamc3	10090.ENSMUSP00000027753	10090.ENSMUSP00000028187	0	0	0.400	0	0.400
Lamc2	Pmp22	10090.ENSMUSP00000027753	10090.ENSMUSP00000104342	0	0	0.900	0	0.900
